序号,卫星NORAD,卫星intlid,卫星名称,发射时间,开始时间,结束时间,持续时长,阶段标定,轨道高度
,46139,20057Y,,,20200903,20200911,8,C,387.029151
,46140,20057Z,,,20200922,20201217,86,C,382.437602
,46141,20057AA,,,20200902,20200908,6,C,382.418720
,46143,20057AC,,,20200905,20200923,18,C,374.066586
,46143,20057AC,,,20200925,20201027,32,C,382.561727
,46143,20057AC,,,20211029,20211114,16,G,440.013061
,46144,20057AD,,,20200904,20200924,20,C,375.036014
,46144,20057AD,,,20201008,20201028,20,C,383.548852
,46145,20057AE,,,20200919,20201030,41,C,386.970565
,46145,20057AE,,,20210821,20210907,17,G,355.433263
,46146,20057AF,,,20200903,20200911,8,C,385.932507
,46147,20057AG,,,20200903,20200910,7,C,387.994874
,46148,20057AH,,,20200920,20200921,1,C,376.300316
,46148,20057AH,,,20200923,20201027,34,C,384.071063
,46149,20057AJ,,,20200906,20200920,14,C,374.677138
,46149,20057AJ,,,20200921,20201028,37,C,382.511868
,46150,20057AK,,,20200903,20200911,8,C,385.488005
,46151,20057AL,,,20200903,20200910,7,C,358.115989
,46151,20057AL,,,20200914,20201025,41,C,381.213656
,46152,20057AM,,,20200903,20200910,7,C,383.687179
,46153,20057AN,,,20200903,20200910,7,C,359.095375
,46153,20057AN,,,20200914,20201025,41,C,382.799487
,46154,20057AP,,,20200903,20200910,7,C,358.813952
,46154,20057AP,,,20200914,20201002,18,C,386.014607
,46155,20057AQ,,,20200903,20200924,21,C,375.130803
,46155,20057AQ,,,20200926,20201215,80,C,382.812333
,46156,20057AR,,,20200903,20200922,19,C,376.185028
,46156,20057AR,,,20200922,20201028,36,C,383.054800
,46157,20057AS,,,20200903,20200920,17,C,372.049268
,46157,20057AS,,,20200922,20201216,85,C,385.269046
,46158,20057AT,,,20200903,20201218,106,C,385.877146
,46159,20057AU,,,20200903,20200908,5,C,383.568094
,46160,20057AV,,,20200903,20200923,20,C,371.502859
,46160,20057AV,,,20201009,20201028,19,C,386.685761
,46161,20057AW,,,20200903,20200922,19,C,376.701036
,46161,20057AW,,,20200923,20201028,35,C,383.893033
,46162,20057AX,,,20200903,20200924,21,C,379.502925
,46162,20057AX,,,20201009,20201028,19,C,382.483145
,46163,20057AY,,,20200903,20200920,17,C,371.625616
,46163,20057AY,,,20200923,20201216,84,C,386.074995
,46164,20057AZ,,,20200903,20200924,21,C,375.095263
,46164,20057AZ,,,20201012,20201216,65,C,385.545873
,46165,20057BA,,,20200903,20200910,7,C,382.794796
,46166,20057BB,,,20200903,20200910,7,C,400.980831
,46167,20057BC,,,20200903,20200910,7,C,381.936101
,46168,20057BD,,,20200906,20201218,103,C,383.251359
,46168,20057BD,,,20201220,20210112,23,C,390.533895
,46169,20057BE,,,20200903,20200911,8,C,386.533934
,46170,20057BF,,,20200903,20201218,106,C,382.433548
,46170,20057BF,,,20210628,20210801,34,G,357.024711
,46171,20057BG,,,20200905,20200921,16,C,376.372597
,46171,20057BG,,,20200922,20201027,35,C,383.337169
,46172,20057BH,,,20200905,20200924,19,C,374.981714
,46172,20057BH,,,20201008,20201027,19,C,387.252111
,46173,20057BJ,,,20200903,20200909,6,C,381.712429
,46174,20057BK,,,20200903,20200907,4,C,381.651976
,46325,20062A,,,20201030,20201123,24,C,397.487875
,46325,20062A,,,20201128,20210106,39,C,401.314847
,46326,20062B,,,20200919,20200929,10,C,386.110644
,46327,20062C,,,20200919,20200927,8,C,383.236814
,46328,20062D,,,20200919,20201115,57,C,382.513024
,46329,20062E,,,20200922,20201115,54,C,384.699781
,46330,20062F,,,20200919,20201102,44,C,382.458298
,46330,20062F,,,20201104,20201117,13,C,385.625263
,46331,20062G,,,20200919,20200927,8,C,383.973631
,46332,20062H,,,20200919,20200927,8,C,383.575272
,46333,20062J,,,20200919,20200927,8,C,382.740445
,46334,20062K,,,20200919,20201116,58,C,385.237940
,46335,20062L,,,20200919,20200927,8,C,384.211415
,46336,20062M,,,20200924,20201110,47,C,382.548148
,46337,20062N,,,20200922,20201114,53,C,381.800143
,46338,20062P,,,20200919,20200927,8,C,383.193350
,46339,20062Q,,,20200919,20201117,59,C,386.881598
,46339,20062Q,,,20201120,20201201,11,C,400.926061
,46339,20062Q,,,20210819,20210902,14,G,442.161475
,46340,20062R,,,20200919,20200927,8,C,384.865806
,46341,20062S,,,20200919,20201117,59,C,384.308715
,46343,20062U,,,20200922,20201114,53,C,382.457745
,46344,20062V,,,20200922,20201113,52,C,382.588138
,46345,20062W,,,20200919,20200927,8,C,383.191560
,46346,20062X,,,20200919,20210117,120,C,388.769663
,46346,20062X,,,20210125,20210306,40,C,408.381309
,46346,20062X,,,20210322,20210730,130,C,446.429873
,46346,20062X,,,20210811,20221125,471,C,463.984059
,46347,20062Y,,,20200919,20210116,119,C,386.288173
,46348,20062Z,,,20200919,20201118,60,C,386.751678
,46348,20062Z,,,20201122,20201201,9,C,404.617369
,46349,20062AA,,,20200919,20201106,48,C,382.415665
,46349,20062AA,,,20201107,20210116,70,C,384.720612
,46350,20062AB,,,20200919,20200927,8,C,384.654611
,46351,20062AC,,,20200922,20201114,53,C,382.262607
,46352,20062AD,,,20200919,20201115,57,C,382.367919
,46353,20062AE,,,20200919,20200927,8,C,384.784349
,46354,20062AF,,,20200919,20200927,8,C,384.762253
,46355,20062AG,,,20200919,20200927,8,C,384.521923
,46356,20062AH,,,20200919,20200927,8,C,384.656556
,46357,20062AJ,,,20200919,20201116,58,C,386.252482
,46358,20062AK,,,20190919,20190927,8,C,
,46359,20062AL,,,20200919,20210116,119,C,384.842624
,46360,20062AM,,,20200922,20201103,42,C,385.163666
,46360,20062AM,,,20201128,20210115,48,C,381.945510
,46361,20062AN,,,20200920,20201123,64,C,382.454750
,46361,20062AN,,,20201128,20210116,49,C,383.478634
,46362,20062AP,,,20200922,20210115,115,C,384.221691
,46363,20062AQ,,,20200919,20201122,64,C,382.240391
,46364,20062AR,,,20200922,20201127,66,C,414.449915
,46364,20062AR,,,20201128,20210115,48,C,385.203177
,46364,20062AR,,,20210223,20210304,9,C,408.227730
,46365,20062AS,,,20200919,20201123,65,C,382.374210
,46365,20062AS,,,20201128,20210116,49,C,385.921425
,46366,20062AT,,,20200920,20210116,118,C,384.249739
,46367,20062AU,,,20200919,20200927,8,C,384.687454
,46367,20062AU,,,20210523,20210527,4,G,442.319015
,46367,20062AU,,,20210607,20210613,6,G,392.592143
,46367,20062AU,,,20210622,20210625,3,G,356.656654
,46367,20062AU,,,20210710,20210713,3,G,301.122432
,46368,20062AV,,,20200919,20201117,59,C,383.259780
,46369,20062AW,,,20200919,20201115,57,C,382.003353
,46369,20062AW,,,20210718,20210810,23,G,442.566636
,46369,20062AW,,,20210823,20211029,67,G,357.460170
,46371,20062AY,,,20200922,20201114,53,C,382.472801
,46372,20062AZ,,,20200919,20200927,8,C,384.520747
,46373,20062BA,,,20200922,20201114,53,C,382.565559
,46373,20062BA,,,20210526,20210617,22,G,442.486139
,46373,20062BA,,,20210711,20210720,9,G,356.388875
,46374,20062BB,,,20200919,20201122,64,C,382.433032
,46374,20062BB,,,20201124,20210116,53,C,383.868862
,46374,20062BB,,,20210122,20210204,13,C,409.090996
,46374,20062BB,,,20210215,20210321,34,C,442.394660
,46374,20062BB,,,20210326,20210424,29,C,453.225464
,46375,20062BC,,,20200920,20201123,64,C,382.594810
,46375,20062BC,,,20201124,20210116,53,C,382.918184
,46376,20062BD,,,20200919,20201123,65,C,382.402766
,46376,20062BD,,,20201127,20210116,50,C,385.468235
,46377,20062BE,,,20200923,20210115,114,C,383.416204
,46377,20062BE,,,20210522,20210618,27,G,441.762814
,46377,20062BE,,,20210706,20210714,8,G,357.460014
,46377,20062BE,,,20210727,20210806,10,G,302.415250
,46378,20062BF,,,20200923,20210114,113,C,385.307932
,46378,20062BF,,,20211127,20211208,11,G,442.511670
,46379,20062BG,,,20200919,20201104,46,C,382.408957
,46379,20062BG,,,20201107,20210116,70,C,383.483988
,46379,20062BG,,,20210311,20210320,9,G,373.453900
,46380,20062BH,,,20200919,20201115,57,C,382.540051
,46381,20062BJ,,,20200919,20210116,119,C,381.577740
,46381,20062BJ,,,20210118,20210224,37,C,391.841472
,46381,20062BJ,,,20210716,20210722,6,G,442.499494
,46381,20062BJ,,,20210827,20210901,5,G,302.089922
,46382,20062BK,,,20200919,20201124,66,C,382.784686
,46382,20062BK,,,20201125,20210115,51,C,380.676213
,46383,20062BL,,,20200919,20201027,38,C,552.611850
,46384,20062BM,,,20200919,20201026,37,C,552.587525
,46532,20070A,,,20201025,20201101,7,C,382.498468
,46533,20070B,,,20201025,20201101,7,C,385.375533
,46534,20070C,,,20201025,20201101,7,C,382.497657
,46535,20070D,,,20201026,20201031,5,C,385.182991
,46536,20070E,,,20201026,20201031,5,C,384.812708
,46536,20070E,,,20201119,20201202,13,C,509.175390
,46536,20070E,,,20210816,20210923,38,G,441.760706
,46537,20070F,,,20201026,20201031,5,C,382.490739
,46538,20070G,,,20201025,20201101,7,C,392.353471
,46539,20070H,,,20201025,20201101,7,C,389.002961
,46539,20070H,,,20201101,20201216,45,C,565.531675
,46540,20070J,,,20201031,20201110,10,C,
,46540,20070J,,,20201113,20201204,21,C,384.786362
,46540,20070J,,,20210805,20210817,12,G,302.468926
,46541,20070K,,,20201031,20201216,46,C,388.678401
,46542,20070L,,,20201026,20201102,7,C,395.302025
,46543,20070M,,,20201026,20201102,7,C,393.101687
,46544,20070N,,,20201025,20201211,47,C,389.726930
,46545,20070P,,,20201026,20201031,5,C,386.060218
